company_name,category,description,overall_rating,review_count,clients,notable_project,industries,location,company_size,min_project_size
Axon Active,internet-of-things,"Software development company Axon Active was founded in 2008. With its headquarters in Ho Chi Minh City, Vietnam, and offices in Da Nang, Vietnam; Can Tho, Vietnam; Lucerne, Switzerland; and San Francisco, Axon Active has a team of 414. They specialize in custom software development, application testing, and application development. They mainly work with midmarket companies in the business services, financial services, and IT industries.",5.0,(2 Reviews),AXON FiNTECH; CRiF; finform; PostFinance,"Axon Active developed custom software for a financial services company. The team implemented data services, developed a public and private API, and built the front-end of the website.","['Business services', 'eCommerce', 'Education', 'Financial services', 'Hospitality & leisure', 'Information technology', 'Manufacturing', 'Retail']","Ho Chi Minh City, Vietnam",250 - 999 employees,Undisclosed
CHI Software,internet-of-things,"CHI Software is a software company with 4 development centers in Ukraine: Kharkiv, Kyiv, Dnipro, Zaporizhia. Founded in 2006, CHI Software now has over 500 employees who specialize in providing solutions for startups and establish businesses, especially in the fintech, insurtech, and banking industries. The services include technological consultancy, product development, dedicated engineering teams, and on-demand staffing. They offer expertise in AI, mobile, web, cloud, IoT, and AR/VR solutions.",5.0,(24 Reviews),Minespider; MediaMarkt; Sabre; Vodafone,"CHI Software has developed custom software for a digital health company. In addition to developing a tablet application, they’ve created a mobile app for iOS and Android.","['Business services', 'Education', 'Financial services', 'Information technology', 'Media', 'Real estate', 'Retail', 'Supply Chain, Logistics, and Transport']","L'viv, Ukraine",250 - 999 employees,"$50,000+"
Kreitech,internet-of-things,,5.0,(4 Reviews),,A software factory hired Kreitech for staff augmentation. The client primarily worked with full stack developers and developers with skills in VR and AR. Kreitech also assisted in the commercial process.,"['Arts, entertainment & music', 'Automotive', 'Business services', 'Education', 'Gaming', 'GPS, Navigation & GIS', 'Medical', 'Information technology', 'Manufacturing', 'Supply Chain, Logistics, and Transport']","Montevideo, Uruguay",10 - 49 employees,"$25,000+"
Somo,internet-of-things,"Somo is a digital development company of 125 employees, founded in 2009. Their headquarters is in London, England, with other locations in New York, San Francisco, Singapore, and Bristol, England. They offer numerous service lines, including mobile app development, enterprise app modernization, web development, and mobile marketing. They serve midmarket and enterprise businesses in various industries: media, automotive, business, financial services, advertising, and more. ",4.5,(3 Reviews),Audi; De Beers; Hive; The Economist,"Somo designed an app, beginning with demo videos to act as a proof of concept and moving into wireframes; the in-house development team finished the product. Somo was also involved in overall mobile strategy.","['Advertising & marketing', 'Automotive', 'Business services', 'Consumer products & services', 'Financial services', 'Gambling', 'Gaming', 'Government', 'Hospitality & leisure', 'Information technology']","London, United Kingdom",50 - 249 employees,"$10,000+"
BosphorusISS,internet-of-things,"BosphorusISS, a , was launched in 2019. Headquartered in , their small team focuses on.",5.0,(2 Reviews),,BosphorusISS (formerly BNI Software B.V.) developed a mobile and cloud-based app for a bearing distribution company. They built the app from scratch; it created sales reports based on the salesmen’s interaction with customers.  ,"['Information technology', 'Manufacturing']","Eindhoven, Netherlands",10 - 49 employees,"$10,000+"
Technosoft Solutions,internet-of-things,"Technosoft Solutions is a software outsourcing and application development company based in Branford, Conn. with an office in Lahore, Pakistan. Founded in 2002, their team of 57 offers custom software, mobile app, and web development solutions to small businesses. They specialize in designing health and wellness software and have experience working in the fields of information technology and telecommunications.",5.0,(3 Reviews),Zillion; Goally; meHealth; Dentistry on Purpose,"Technosoft Solutions developed a set of .NET and Azure-hosted applications. They serve as a main development partner and are involved in three projects, currently. ","['Medical', 'Information technology', 'Telecommunications']","Branford, CT",10 - 49 employees,"$5,000+"
Crystal Apps,internet-of-things,"Crystal Apps, a mobile app development firm, was founded in 2018. The firm offers mobile app development, AR/VR development, custom software development, application management & support, and more and has a small team.",5.0,(10 Reviews),"Philip Morris International, IQOS; Procter & Gamble; Ministry for Economuic Development of Poland; Nauka. To Lubię! (Youtuber - 500 000 subscribers)",Crystal Apps has provided mobile app development services for an eSports game developer. They’ve assisted in the design and development of an iOS and Android game to boost player engagement.,"['Advertising & marketing', 'Arts, entertainment & music', 'Education', 'Gaming']","Warszawa, Poland",10 - 49 employees,"$10,000+"
Think Tree Studios,internet-of-things,"Located in Denver, CO, Think Tree Solutions has specialized in creating web and mobile applications since its founding in 2015. The small team of 10 works with clients to build products from scratch or to enhance existing products. They offer mobile app development, web development, UX/UI design, and web design services.",4.8,(6 Reviews),Healthio; WiCis; LuminAID Lab; Coman Publishing,"Think Tree Studios developed iOS and Android mobile apps to control a subwoofer’s functionalities, such as volume, crossover, and equalization. They developed the GUI and code from scratch.","['Business services', 'Consumer products & services', 'Education', 'Medical', 'Hospitality & leisure', 'Telecommunications']","Denver, CO",10 - 49 employees,Undisclosed
GrownApps,internet-of-things,"GrownApps is a web and mobile app agency founded in 2008. Their team of more than 10 offers custom software development, web development, and web design services from their office in Kosice, Slovakia. They work with clients ranging from startups to enterprises.",4.7,(6 Reviews),PREVIO s.r.o.; Quantpedia.com,GrownApps provided API integration for a property management software. Their team developed the web app and built a high-quality interface. ,"['Advertising & marketing', 'Business services', 'eCommerce', 'Hospitality & leisure', 'Information technology', 'Telecommunications']","Kosice, Slovakia",10 - 49 employees,"$5,000+"
Velvetech LLC,internet-of-things,"A software development company, Velvetech is located just north of Chicago in Northbrook, IL. It was founded in 2004 and employs a team of around 50 development experts who specialize in custom software development, mobile app development, CRM and sales intelligence consulting, and web development for midmarket clients across a variety of industries.",4.9,(19 Reviews),Apache Corporation; Insureon; Cargo Data Corporation; ESGI,"Velvetech augmented an internal team, ramping up the development of integrated apps for patients and healthcare providers.","['Automotive', 'Business services', 'Education', 'Financial services', 'Medical', 'Information technology', 'Legal', 'Energy & natural resources', 'Real estate', 'Retail']","Northbrook, IL",50 - 249 employees,"$25,000+"
Tack Mobile,internet-of-things,"Tack Mobile is a software development agency based in Denver, CO. The team of about 20 offers custom software, web, mobile app, and IoT development, as well as enterprise app modernization and UX/UI design. They serve mostly mid-market and enterprise clients.",4.7,(6 Reviews),Amazon; Hunter; Gaiam; Tendril,"Tack Mobile was hired to build the front- and backend of a mobile app, along with a CMS. They used AWS Lamda, React JS, and Ruby on Rails. The team is currently providing QA services.","['Automotive', 'Consumer products & services', 'Education', 'Financial services', 'Medical', 'Information technology', 'Manufacturing', 'Energy & natural resources', 'Retail']","Denver, CO",10 - 49 employees,"$75,000+"
IT Path Solutions,internet-of-things,"IT Path Solutions is a services and solutions company with offices in Ahmedabad, India; Moorseville, N.C.; and Harrow, U.K. It was founded in 2012 and has more than 80 employees. They provide mobile app development, web development, and cloud consulting and SI services. Their clients primarily consist of midmarket and small business clients in the IT, consumer products & services, education, and health care & medicine industries.",4.8,(24 Reviews),Digital Civic- E Citizen; Minds and Body; eChain Technology; Californly,"IT Path Solutions provided an ASP.NET specialist to support the development of a management software. They were responsible for making updates, modifying the UI and database, and improving functionality.","['Consumer products & services', 'eCommerce', 'Education', 'Government', 'Medical', 'Hospitality & leisure', 'Information technology', 'Manufacturing', 'Real estate']"," Mooresville, NC",50 - 249 employees,"$5,000+"
Appstem,internet-of-things,"Appstem is a design and development agency with based in San Francisco. Since 2010, their team of 11 employees has been specializing in mobile app development, UX/UI design, AR/VR development, and more for mainly enterprise clients. ",5.0,(12 Reviews),Tesla Motors; Kaiser Permanente; Zendesk; Johnson & Johnson,Appstem developed an Android app from scratch for managing IoT home automation devices. They focused on making it both scalable an easy to maintain.,,"San Francisco, CA",10 - 49 employees,"$50,000+"
Input Logic,internet-of-things,"With fewer than 50 employees, Input Logic is a digital product studio founded in 2011. Based in Nanaimo, Canada, they offer services in UX/UI design, mobile app development, web development, and more.",5.0,(1 Reviews),Broadway Video; Nest; Lululemon; Michael Kors,Input Logic worked on interface design and frontend development for both iOS and Android versions of a mobile application.,,"Nanaimo, Canada",10 - 49 employees,"$25,000+"
Front IT,internet-of-things,"FrontIT is an information services and technology company based in Vilnius, Lithuania and founded in 2006. Their team of around 50 employees provides custom software development, e-commerce development, and web development to mid-market and small businesses in the IT, retail, and e-commerce industries. ",4.7,(5 Reviews),,"FrontIT is the chosen partner of a fleet management company for the continuous development and maintenance of their custom tracking system. The team uses a tech stack that includes MS SQL, Mongo, and more.","['eCommerce', 'Financial services', 'Information technology', 'Retail', 'Supply Chain, Logistics, and Transport']","Vilnius, Lithuania",50 - 249 employees,"$5,000+"
Kaizen Softworks,internet-of-things,"Kaizen Softworks is a technology consulting agency based in Montevideo, Uruguay. Since it was founded in 2014, their team of nearly 20 employees has been specializing in custom software development, web development, enterprise app modernization. ",4.9,(10 Reviews),,Kaizen currently works in tandem with internal resources to develop a web portal for a cloud-based learning platform.,"['eCommerce', 'Education', 'Medical']","Boston, MA",10 - 49 employees,"$25,000+"
Focus,internet-of-things,"Focus, a custom software development firm, is in Montevideo, Uruguay. Established in 2014, the small team focuses on custom software development, IoT development, other design, and other application development.",5.0,(6 Reviews),,Focus developed an electronic system for a virtual doorman service. The team worked to improve user interface and interaction by adding a variety of features and functionalities. ,,"Montevideo, Uruguay",10 - 49 employees,"$1,000+"
B-MIND Software House,internet-of-things,"B-MIND is an interactive production house based in Poznan, Poland, that was established in 2007. Their team of 14 employees provides web development, mobile app development, and web design services to small and mid-market businesses.",4.5,(10 Reviews),Mercedes Benz Poland; RabenGroup; H&M; Wrigley,B-MIND Software House in charge of the development of a farm animal health monitoring company's user-friendly app.,"['Advertising & marketing', 'Automotive', 'Business services', 'Consumer products & services', 'Gaming']","Poznań, Poland",10 - 49 employees,"$5,000+"
Bulbera,internet-of-things,"Bulbera is a software development company with offices in three cities in Bulgaria, including Sofia, Stara Zagora, and Veliko Tarnovo. They employ eight staff who specialize in creating digital solutions for mobile applications, websites, and enterprise systems. Working primarily with startups and businesses in telecoms, healthcare, and hospitality, they provide e-commerce, CRM, consultancy and data management services.",4.9,(7 Reviews),Nokia; Telenor; Takeaway; Menuu,A nonprofit organization hired Bulbera to develop a WordPress website. The team fulfilled the design specifications supplied by the client and integrated an automatic translation function into the website.,"['eCommerce', 'Medical', 'Hospitality & leisure', 'Information technology', 'Telecommunications']","Sofia, Bulgaria",10 - 49 employees,"$50,000+"
SumatoSoft,internet-of-things,"SumatoSoft is a web and mobile app development company that's located in Minsk, Belarus. Founded in 2012, they serve a variety of small and midmarket businesses. Services include web development, IoT development, and mobile app development. They have about 55 employees. ",4.8,(14 Reviews),Beiersdorf; Dexai Robotics; Tartle; Toyota,"Using Ruby on Rails and other technologies, SumatoSoft designed and developed a psychometric software that gathers survey data and analyzes it with extremely complex and customizable scoring methodologies.","['Advertising & marketing', 'Automotive', 'Education', 'Medical', 'Hospitality & leisure', 'Information technology', 'Media', 'Real estate', 'Supply Chain, Logistics, and Transport']","Boston, MA",10 - 49 employees,"$25,000+"
Smartbox Media,internet-of-things,"Smartbox Media is a software house founded in McAllen, Texas in 2009 with over 50 professionals. They provide mobile app development, blockchain, and IoT development solutions to clients in the industries of healthcare, real estate, and IT solutions.",4.9,(5 Reviews),JAC Motors; Fitanywhere; Mercedez,Smartbox Media completed mobile app and web development projects for an IT company.,"['eCommerce', 'Medical', 'Information technology', 'Real estate', 'Supply Chain, Logistics, and Transport']","McAllen, TX",50 - 249 employees,"$5,000+"
Fream,internet-of-things,"Fream is a software development company. The small Wrocław, Poland-based company was founded in 2011. Their services include custom software development, mobile app development, web development, AR/VR development, and more.",5.0,(7 Reviews),,Fream provides custom software development services for a dairy production company. The client's goal is to automate their processes and to speed up the operations.,"['GPS, Navigation & GIS', 'Manufacturing', 'Real estate', 'Retail']","Wrocław, Poland",10 - 49 employees,"$10,000+"
SmartDev,internet-of-things,"SmartDev is a software development company based in Da Nang, Vietnam. Founded in 2014, the team of 85 specializes in mobile app development, e-commerce development, and custom software development.  ",5.0,(1 Reviews),Smartlink SA; BigPay; Loci Amica; Kitchen Pal,"SmartDev did an Agile development to create a mobile wallet application on Android and iOS, as well as front and backend development. ","['Gaming', 'Information technology']","Da Nang, Vietnam",50 - 249 employees,"$5,000+"
AleaIT Solutions,internet-of-things,"AleaIT Solutions, a software development company, is located in Jaipur, India; Crossways Business Park DARTFORD,, United Kingdom and Singapore, Singapore. The small team focuses on custom software development, IoT development, mobile app development, and e-commerce development. The company was established in 2004.",5.0,(2 Reviews),,"AleaIT Solutions provides web design and development services for a floor products and services company. They have revamped the client's old site, including the theme.","['Business services', 'Education', 'Medical', 'Hospitality & leisure', 'Energy & natural resources', 'Real estate', 'Retail']","Jaipur, India",10 - 49 employees,"$5,000+"
M-Connect Media,internet-of-things,"M-Connect media is an eCommerce company based in Kennesaw, Ga. They were founded in 2009 and have a team of 6 employees. They specialize in eCommerce development and primarily serve small business clients. ",5.0,(4 Reviews),Vasanti; Milla-Boutique; Bronsport,"M-Connect Solutions designed and developed two Magento websites, implementing customizations along the way.",['Information technology'],"Kennesaw, GA",50 - 249 employees,"$5,000+"
NetMaxims Technologies,internet-of-things,"NetMaxims Technologies is a Faridabad, India-based web design company. Founded in 2003, the small team focuses on web design, ux/ui design, graphic design, custom software development, and more.",4.7,(13 Reviews),uSpeek; Multo Ticket; Oncology VR; Radico Hair Color App,NetMaxims Technologies built an e-commerce website with customized features for an electronics and appliances company. They also conducted testing before launching the site.,"['Consumer products & services', 'Dental', 'eCommerce', 'Education', 'Medical']","Faridabad, India",10 - 49 employees,"$1,000+"
Data Pilot,internet-of-things,"Data Pilot is an artificial intelligence development company. Their small team is based in Lahore, Pakistan. Their services include Artificial Intelligence, BI & big data consulting & SI, digital strategy, IoT development, and more. The agency was launched in 2020.",4.9,(9 Reviews),Lulusar; RAIsonance; Curve Tomorrow; Flow Research Collective,Data Pilot provides data analytics and digital analytics support for a digital marketing agency. They set up data pipelines and execute manually workflows to free up the client's existing bandwidth.,"['eCommerce', 'Financial services', 'Medical', 'Retail', 'Supply Chain, Logistics, and Transport']","Lahore, Pakistan",10 - 49 employees,"$1,000+"
ConnectPoint,internet-of-things,"ConnectPoint is a midsize big data company. The Warszawa, Poland-based agency was founded in 2010. Their team specializes in BI & big data consulting & SI, cloud consulting & SI, IoT development, and IT strategy consulting.",5.0,(2 Reviews),Leipziger Stadtwerke; E.ON; Twinings of London; Veolia,ConnectPoint developed a platform for a utility company. The team managed both front- and backend and integrated ERP and IoT components in order to efficiently serve all customers and employees. ,"['Manufacturing', 'Energy & natural resources', 'Utilities']","Warszawa, Poland",50 - 249 employees,"$25,000+"
CodeLeap,internet-of-things,,5.0,(2 Reviews),,"CodeLeap has helped a software company develop, design, and deploy their mobile application. They've also helped the client build an iOS version of the app.",['Information technology'],"London, United Kingdom",10 - 49 employees,"$10,000+"
Jellyfish Technologies,internet-of-things,"Founded 2011and headquartered in India, Jellyfish Technologies is a software development company that works with midmarket and enterprise businesses. With another office in Salt Lake City, the teams of 90 specializes in custom software development, UX/UI design, web development, mobile app development, and design.",4.8,(4 Reviews),RedQuanta; Patra Corporation; Heffernan Insurance Brokers; PayLeadr,"Jellyfish provides development support for a couple different projects involving UX/UI design, XML, and API integrations. ",,"Noida, India",50 - 249 employees,"$5,000+"
Fusion Informatics,internet-of-things,"Fusion Informatics is an IT outsourcing agency headquartered in Ahmedabad, India with additional offices in Bangalore, India; Doha, Qatar; San Francisco, Indianapolis, and Dubai. Founded in 2000, they have grown their business to employ over 100 experts around the world to provide AI, mobile app development, and blockchain to small, midmarket, and enterprise businesses. They focus on the IT, health care, and e-commerce industries.
 ",5.0,(6 Reviews),Bosch; Lenovo; Bharat Petroleum(BPCL); Reliance,"Fusion Informatics designed and developed the UX/UI of an application that could send customer notifications. The app would display product price, availability, and delivery time.","['eCommerce', 'Education', 'Financial services', 'Medical', 'Hospitality & leisure', 'Information technology', 'Manufacturing', 'Retail', 'Supply Chain, Logistics, and Transport']","Ahmedabad, India",50 - 249 employees,"$10,000+"
Parangat Technologies,internet-of-things,"Founded in 2010, Parangat Technologies is a 50+ web, mobile, and wearable app developer known for creating robust and cost-effective digital solutions. Based in Sanctuary Cove, Australia, with two other continental satellite offices, they also work from India and New Jersey.  ",4.9,(17 Reviews),Revoltmotors.com; SaasFocus; Pyramid IT; Compunnel,Parangat Technologies developed and designed iOS and Android applications with matching websites. The team provided the templates from scratch. They also help with marketing strategies.,"['Advertising & marketing', 'Arts, entertainment & music', 'Business services', 'Consumer products & services', 'Education', 'Hospitality & leisure', 'Media', 'Retail', 'Supply Chain, Logistics, and Transport']","Noida, India",50 - 249 employees,"$10,000+"
Capermint Technologies,internet-of-things,"Capermint Technologies Pvt Ltd is a mobile app development company established in 2014 and headquartered in Elgin, Ill. They also have offices in Giza, Egypt, Gaborone, South Africa, and Ahmedabad, India. Their team of 64 employees specializes in mobile app development, UX/UI design, and logo design. Most of their clients are small businesses, although they work with many midmarket clients as well.",4.9,(9 Reviews),MPTV - Africa's Biggest Video Streaming App; BasketG; Burglar Bash; Ludo Empire,"Capermint Technologies Pvt Ltd developed a social meeting app for Android and iOS. Their involvement spanned concept expansion, design, development, beta testing, and final launch.","['Education', 'Gaming', 'Medical', 'Information technology', 'Real estate']","Montréal, Canada",50 - 249 employees,"$25,000+"
Mokriya,internet-of-things,"Founded in 2010, Mokriya is a design and development company located in Cupertino, Calif. Its team of around 40 employees focus on mobile app development, IoT development, and custom software development.The client appreciated Mokriya's willingness to take on a non-traditional project.",4.7,(3 Reviews),Intel; SanDisk; AT&T; Google,Mokriya provided front-end development and data integration for an existing consumer-facing product in order to produce a working prototype to display to stakeholders. ,,"Cupertino, CA",10 - 49 employees,"$25,000+"
Nextware Technologies,internet-of-things,"Nextware Technologies is a development agency based in Santa Monica, Calif., with another office in Valencia, Spain. Since 2006, the agency and its team of fewer than 10 have provided expertise in web, custom software, and mobile app development, web design, UX/UI design, and IT managed services.",4.8,(7 Reviews),Landor; Lawrence Livermore National Laboratories; American Red Cross; Intellect,"Nextware Technologies initially developed the Android version of an existent iOS app. They’re now the main developer, taking care of upgrades, database management, support, and bug fixes.","['Business services', 'Education', 'Financial services', 'Government', 'Medical', 'Information technology', 'Manufacturing', 'Energy & natural resources', 'Telecommunications']","Santa Monica, CA",50 - 249 employees,Undisclosed
Thorgate,internet-of-things,"Thorgate is a Python development company based in Tallinn, Estonia. Founded in 2011, this company has 30 employees and offices in London, Oslo, and Tallinn. Thorgate's services include custom software development, mobile app development, and web development.",5.0,(1 Reviews),Coop; Telia; Estonian Road Administration; Information System Authority,Thorgate provided custom Python development services for the logistics platform of a supply chain company. Their team continues to provide ongoing maintenance and improvements to their work.,"['Business services', 'Financial services', 'Medical', 'Manufacturing', 'Energy & natural resources', 'Supply Chain, Logistics, and Transport']","Tallinn, Estonia",10 - 49 employees,"$25,000+"
Appiskey,internet-of-things,"Appiskey is an app development company based in Lake Mary, Fla. with about 85 professional experts. Founded in 2014, the company also offers web development, UX/UI design, app management, and app marketing services. Appiskey is proficient in a wide variety of programming languages, from PHP to Swift.",4.5,(17 Reviews),Unilever; BSH Home Appliances Group; SafeSpace Health; ScoreCast Medical,The client used Appiskey for coding support for their iOS app as well as a marketing strategy involving SEO.,"['Automotive', 'Business services', 'Consumer products & services', 'eCommerce', 'Education', 'Financial services', 'Government', 'GPS, Navigation & GIS', 'Medical', 'Hospitality & leisure']","Orlando, FL",50 - 249 employees,"$25,000+"
Transition Technologies PSC,internet-of-things,"Transition Technologies PSC is a full-cycle software development company based in Lodz, Poland, with offices in Kielce, Poland, Bialystok, Poland, and Zielona Gora, Poland. Founded in 1991, Transition Technologies' team of about 215 employees primarily provides mid-market businesses in the manufacturing and automotive industries with AR/VR development, IoT development, and custom software development services. ",4.4,(7 Reviews),Capula; OneSpan; PTC; Roche,Transition implements product lifecycle management programs overtop PTC Windchill software using Java applet and coding.,"['Automotive', 'Information technology', 'Manufacturing', 'Supply Chain, Logistics, and Transport']","Łódź, Poland","1,000 - 9,999 employees","$1,000+"
Mobilunity,internet-of-things,"Mobilunity is a web and mobile development company based in Kiev, Ukraine. Founded in 2010, their team of about 140 employees works mainly with small and mid-market businesses. They specialize in web development, mobile app development, CRM consulting and SI, and non-voice BPO/back office services.",4.6,(8 Reviews),,"Mobilunity built a mobile application on iOS and Android using Ionic, AngularJS, and PHP to help users with their personal savings. ","['Business services', 'eCommerce', 'Financial services', 'Information technology', 'Telecommunications']","Kyiv, Ukraine",50 - 249 employees,"$10,000+"
Triangu,internet-of-things,"Triangu is a service provider headquartered in Kiev, Ukraine, with another office in Chicago. Since 2015, its team of 20 has been specializing in IT managed services, cloud consulting, and IT staff augmentation. Triangu works with clients in a variety of industries including telecommunications, business services, and financial services. ",4.8,(7 Reviews),Fintech; E-commerce; Telecom; Logistics,"Triangu initially set up AWS and now manages the entire app infrastructure. They select servers, identify third-party add-ons, and test code, among other responsibilities.","['Business services', 'eCommerce', 'Financial services', 'Information technology', 'Telecommunications']","Kyiv, Ukraine",10 - 49 employees,"$10,000+"
CactusSoft,internet-of-things,"Founded in 2007, CactusSoft is a software development agency located in Ghent, Belgium, with an additional office in Minsk, Belarus. They have nearly 110 employees that provide web, mobile app, e-commerce, and custom software development and more. They work mainly with midmarket companies.",4.8,(10 Reviews),Be-Mobile; Showpad; Alphatronics; Ocular,"CactusSoft initially provided user interface and backend development for an iOS application. After this project's succesful completion, the partnership continued for several years. ","['Business services', 'GPS, Navigation & GIS', 'Medical']","Destelbergen, Belgium",50 - 249 employees,"$10,000+"
Biwabits,internet-of-things,"Biwabit is a software development agency headquartered in Medan, Indonesia. They were founded in 2018 and now operate with a small team of 2 employees. They offer custom software development, UX/UI design, and mobile app development to clients in the IT, government, and communications industries.
 ",4.5,(2 Reviews),Bumi Laras Hijau; Tirta Investama; Ahmad Yani Binjai Foundation; MKA Kupie,"Biwabit is developing a website and Android application, incorporating a payment gateway developed by a third-party. The app has five modules, including a database and a discussion area.","['eCommerce', 'Government', 'Information technology', 'Energy & natural resources', 'Telecommunications', 'Supply Chain, Logistics, and Transport', 'Utilities']","Binjai, Indonesia",10 - 49 employees,"$5,000+"
Cumulations Technologies Pvt Ltd,internet-of-things,"Cumulations Technologies is a mobile app development agency headquartered in Bangalore, India with an office in San Jose, Calif. Founded in 2012, Cumulations Technologies' team of 37 employees provides mobile app development, internet of things development, and custom software development services to small, midmarket, and enterprise clients alike.",4.9,(4 Reviews),Intel; Siemens; Havells; Decathalon,"Cumulations provides design extension and development for a European data-gathering IoT platform, building app components for various external hardware devices to support data extraction and mobile viewing. ","['Arts, entertainment & music', 'Automotive', 'Consumer products & services', 'Education', 'Medical', 'Real estate', 'Retail', 'Supply Chain, Logistics, and Transport', 'Utilities']","Bengaluru, India",10 - 49 employees,"$5,000+"
Julasoft,internet-of-things,"Julasoft is a development company based in La Plata, Argentina. They have a team of around 10 employees and were founded in 2011. Their services include blockchain and mobile app development for mainly enterprise and midmarket clients. ",5.0,(7 Reviews),Novomet; H&T Presspart (Alemania); Ministerio de Ciencia y Tecnología Argentina; Ministerio de Relaciones Exteriores Argentina,Julasoft provides mobile app development services for a pharmaceutical company. The solution allows patients to capture and measure the amount of medicine in their devices as well as receive notifications.,"['Government', 'GPS, Navigation & GIS', 'Medical', 'Manufacturing', 'Energy & natural resources', 'Non-profit']","City Bell, Argentina",10 - 49 employees,"$10,000+"
Meka Innovation Pte Ltd,internet-of-things,"Meka Innovation Pte Ltd is a small product design company. They provide product design, IoT development, and contract manufacturing and were launched in 2015.",4.8,(3 Reviews),,"Meka Innovation Pte Ltd provided various development services for a water filtration company. They helped with designs, prototypes, and optimizing mechanical work by incorporating electronics.","['Consumer products & services', 'Medical', 'Manufacturing']","Singapore, Singapore",2 - 9 employees,"$25,000+"
ZRIX,internet-of-things,"CMS Website Services, LLC is a custom software and app development company in Raleigh, NC. Founded in 2005, CMS Website Services, LLC offers web development, mobile app development, custom software development, and web design services. With over 40 employees, CMS Website Services, LLC is a cost effective service provider that has experience working with a variety of organizations.",4.9,(12 Reviews),Bernard Health; MD Logic; Needo USA; Bcause,"CMS Website Services, LLC (Zrix) has developed a website for a nonprofit. The client provides content, and the team takes care of the site’s design. They’re also creating an online art gallery for the company. ","['Advertising & marketing', 'Business services', 'Consumer products & services', 'eCommerce', 'Education', 'Financial services', 'Government', 'Medical', 'Information technology', 'Manufacturing']","Raleigh, NC",10 - 49 employees,"$10,000+"
Infistack Technologies PVT LTD,internet-of-things,"Infistack, an e-commerce development company, was launched in 2014. Their small team is based in Ahmedabad, India. The firm provides e-commerce development, mobile app development, AR/VR development, IoT development, and more.",4.6,(6 Reviews),,"Infistack Technologies PVT LTD developed a mobile application for a social media platform. They handled both front- and backend work in multiple languages, as well as post-development support.","['eCommerce', 'Education', 'Financial services', 'Information technology', 'Manufacturing', 'Real estate', 'Telecommunications', 'Supply Chain, Logistics, and Transport']","Ahmedabad, India",10 - 49 employees,"$5,000+"
RUBICON,internet-of-things,"Founded in 2011, RUBICON is a software development company located in Sarajevo, Bosnia and Herzegovina. The team of about 30 individuals serves mainly midmarket businesses in the consumer products industries. Their services include web, mobile app, and custom software development, as well as cloud consulting and SI.",4.9,(10 Reviews),Henkel; Bragi; Dynaudio; Libratone,Rubicon developed an iOS mobile app using Swift to connect animal health products with Bluetooth capabilities to mobile phones.,"['Consumer products & services', 'Financial services', 'Medical']","Sarajevo, Bosnia and Herzegovina",10 - 49 employees,"$5,000+"
R/CS,internet-of-things,"R/CS is a software developer based in Austin, Texas with a second location in San Jose, Costa Rica. They were founded in 2014 and have a team of 6 employees. They specialize in custom software development, UX/UI design, and IoT development.",5.0,(11 Reviews),,"Based on a referral, the client hired Renovatio Cloud to assist in the integration and management of their SalesForce platform.","['Consumer products & services', 'eCommerce', 'Financial services', 'Information technology', 'Manufacturing', 'Energy & natural resources', 'Retail']","Austin, TX",10 - 49 employees,"$10,000+"
VMO Holdings,internet-of-things,"Vmodev is a mobile application and web design and development company based in Hanoi, Vietnam. Founded in 2012, the team of 39 specializes in mobile app development, web design and development, and application management and support. ",5.0,(1 Reviews),Paktor; Aimee; BicycleBluebook; R-App,aa,"['eCommerce', 'Financial services', 'Medical', 'Information technology', 'Supply Chain, Logistics, and Transport']","Hanoi, Vietnam",250 - 999 employees,"$5,000+"
Ovyl,internet-of-things,"IoT development company Ovyl Studio is headquartered in Nashville, Tennessee. The small team specializes in IoT development, product design, and custom software development and was established in 2016.",5.0,(2 Reviews),,"A marketing firm hired Ovyl to help them create and prototype a product design for their client. The firm provided the concept's sketch, and Ovyl turned them into 3D models. ","['Consumer products & services', 'Medical', 'Information technology']","Nashville, TN",2 - 9 employees,"$25,000+"
Diversido,internet-of-things,"Founded in 2013, Diversido is a software development firm that offers mobile app development, web development, and IoT development to their small business and mid-market clients in the health care, education, and gaming industries. THeir 50 employees are based out of Claymont, Del.",5.0,(4 Reviews),"eTutorCloud; Safe Sedation Training; Happy, Day","Diversido is building a mobile platform and game. They’ve worked on the project since the beginning, including the backend, QA, and design.","['Education', 'Gaming', 'Medical']","Claymont, DE",10 - 49 employees,"$10,000+"
nao.design,internet-of-things,"notAnotherOne is a San Francisco-based design agency founded in 2014 with more than 10 experts. They provide UX/UI, packaging, and product design services for clients that work in the fields of consumer products, manufacturing, and telecommunications.",4.8,(3 Reviews),Atmo; Perenio; Yota,"notAnotherOne designed and developed a smart home IoT ecosystem for a mobile carrier. They utilized software and hardware technologies, handling the full product development cycle for 11 device types.","['Consumer products & services', 'GPS, Navigation & GIS', 'Information technology', 'Manufacturing', 'Telecommunications']","San Francisco, CA",10 - 49 employees,"$10,000+"
