company_name,category,description,overall_rating,review_count,clients,notable_project,industries,location,company_size,min_project_size
K.R.O.K,blockchain,"KROK is a blockchain company launched in 2017. The agency specializes in blockchain, custom software development, and mobile app development and has a small team. The agency is based in L'viv, Ukraine.",5.0,(5 Reviews),"AltRecipe, Talis, Divi, NerdzLab, Soulshift, Sphere, Stakenet, Umwerk",K.R.O.K developed custom software for a tutoring company. The goal was to launch an NFT collection in Solana Blockchain.,"['Business services', 'Financial services', 'Gaming', 'Medical']","L'viv, Ukraine",10 - 49 employees,"$10,000+"
Lionwood.software,blockchain,"Lionwood Software is a software development agency located in Lviv, Ukraine. Since 2017, their team of 24 has been specializing in custom software, web, and e-commerce development for primarily small businesses. ",4.9,(16 Reviews),Digital agencies; small and medium-sized businesses; YouTeam; Shyft,"A construction materials delivery firm hired Lionwood.software to build a Flutter app for their drivers. They improved the client's mock-ups, implemented them, and connected the app to their existing backend.","['Automotive', 'Business services', 'Education', 'Financial services', 'Real estate', 'Retail', 'Supply Chain, Logistics, and Transport']","L'viv, Ukraine",50 - 249 employees,"$25,000+"
RedDuck,blockchain,"RedDuck is a small blockchain company. They offer blockchain, Artificial Intelligence, web development, and custom software development and were launched in 2020. The company is located in Kharkiv, Ukraine.",5.0,(2 Reviews),,"RedDuck provides web development services for a blockchain startup. They’ve built a blockchain crime game using Phantom, working on PHP development and design. They currently provide maintenance and updates.",['Information technology'],"Kharkiv, Ukraine",10 - 49 employees,"$10,000+"
AXIOMA,blockchain,"AXIOMA is a web development firm located in Riga, Latvia. Founded in 2009, AXIOMA's team of 16 employees has nearly a decade of experience in web design and development. The firm also offers SEO services to its clients. AXIOMA primarily works with smaller and mid-market clients from the advertising, business services, and financial services industries. ",5.0,(1 Reviews),Wargaming; TheBestCoin; Enso Exchange; Proof of Toss,This staffing engagement began at first with only a handful of PHP developers and later expanded to include multiple resource types. AXIOMA now supplies specialists on an ad hoc basis.,"['Business services', 'eCommerce', 'Financial services', 'Information technology']","Rīga, Latvia",10 - 49 employees,"$10,000+"
Tintash,blockchain,"Tintash is a Stanford-alumni led software development firm that since 2008 has been an innovation and technology partner on over 100 projects for startups and enterprises – including a Unicorn, a Fortune 500, and an Apple retail partner. Headquartered in Raleigh, N.C., Tintash offers 130+ personnel with distinguished expertise in all aspects of mobile app, web, and game development, user experience design, quality assurance, project management, analytics, and related services.",4.8,(32 Reviews),Bed Bath and Beyond; DraftKings; Acciyo; AudioCardio,"Tintash developed a 3D rendering desktop application for an interior design company using Unity, Python, Django, React, V-Ray and Jenkins. They also offered maintenance and contributed to the app's hosting.","['Education', 'Gaming', 'Medical', 'Information technology']","Raleigh, NC",50 - 249 employees,"$25,000+"
Varfaj,blockchain,"Varfaj Partners is a Reno, Nev.-based development company that specializes in web and mobile app development. Recently founded in 2017, Varfaj Partners has a small team of fewer than five employees. They solely work with small business clients and complement their development services with UX/UI design.",4.6,(32 Reviews),Lyrical Lemonade; The Guardian; Mark Cuban Companies; Loud Luxury,Varfaj developed a mobile work order app for a real estate company. The team also helped the client market the app and launch it in the App Store and out into the market. ,"['Business services', 'eCommerce', 'Gaming', 'Hospitality & leisure', 'Media']","Miami, FL",10 - 49 employees,"$25,000+"
Hacken,blockchain,"hacken is a global cybersecurity consultancy based in Tallinn, Estonia, with an office in Kyiv, Ukraine. The company, founded in 2017, has more than 50 employees and provides cybersecurity, blockchain, and IT managed services to small and midmarket companies and institutions in the financial services, e-commerce, health care & medical, IT, and other industries. ",4.9,(14 Reviews),AirAsia; VeChain; PEAKDEFI; Polkastarter,Hacken provides a bug bounty program for a travel company to enhance and secure their site security. The program is implemented in over 30 websites of the client.,"['Consumer products & services', 'eCommerce', 'Financial services', 'Medical', 'Information technology', 'Telecommunications', 'Supply Chain, Logistics, and Transport']","Kesklinna, Estonia",10 - 49 employees,"$10,000+"
Solicy,blockchain,,4.9,(7 Reviews),,"Solicy provides custom software development services for a performance marketing company. Their tasks included producing clean, efficient code based on specifications and recommending technical improvements.","['Business services', 'Information technology']","Yerevan, Armenia",50 - 249 employees,"$5,000+"
Quanterall,blockchain,"Established in 2003, Quanterall is a blockchain company. The agency provides blockchain, custom software development, IoT development, mobile app development, and more and has a midsize team. The agency is in Sofia, Bulgaria.",5.0,(3 Reviews),SAP; IOHK; æternity; IntraLinks,Quanterall developed an EMV simulating system for a financial technology company. They're tasked with automating the client's EMV transactions testing by developing a testing backend system using Erlang.,"['Business services', 'Consumer products & services', 'Financial services', 'Medical', 'Information technology', 'Telecommunications', 'Supply Chain, Logistics, and Transport']","Varna, Bulgaria",50 - 249 employees,"$50,000+"
Vrinsoft Technology,blockchain,"Vrinsoft Technology is a mobile app development company founded in 2009. Their headquarters is in Glendale, Calif., and they have other locations in Ahmedabad, India, and Melbourne, Australia. Their team of 70 employees offers mobile app, web, and e-commerce development. They serve all levels of clientele, mainly in the healthcare, manufacturing, and transportation industries. ",4.9,(13 Reviews),Mitsubishi; Porsche; WonUp; Good Human,Vrinsoft Technology was hired by a full-service experiential event agency to develop a web application from scratch. The team utilized Agile methodology to execute the project.,"['Automotive', 'eCommerce', 'Financial services', 'Medical', 'Hospitality & leisure', 'Information technology', 'Real estate', 'Supply Chain, Logistics, and Transport']","Ahmedabad, India",50 - 249 employees,"$10,000+"
Rumble Fish,blockchain,"Rumble Fist Software Development is a cloud consulting and SI firm based in Kraków, Poland. Founded in 2017, their team of 30 serves clients in the business services, financial services, and IT sectors. Services include VueJS, React Native, Redux, Python, and Blockchain development.",4.9,(8 Reviews),MakerDAO; ConnectYourCare; Thulium,Rumble Fish Software Development was tasked with developing UI/UX designs for a party game's app. The client wanted marketing-friendly designs and a similar Victorian aesthetic for their existing card game.,"['Arts, entertainment & music', 'Business services', 'Financial services', 'Medical', 'Information technology', 'Energy & natural resources']","Kraków, Poland",10 - 49 employees,"$25,000+"
Blockchain Technologies,blockchain,"Blockchain Technologies is a Sydney, Australia-based blockchain company. Established in 2016, the small team specializes in blockchain and mobile app development.",5.0,(8 Reviews),,Blockchain Technologies has designed and developed a mobile application for an athletic nonprofit. The app enables users to follow the outcomes of the client's athletic events in real time.,['Information technology'],"Sydney, Australia",10 - 49 employees,"$10,000+"
L+R,blockchain,"L+R is an international design & technology studio and boutique strategy consulting firm founded in Brooklyn, New York City in 2012. The firm is made up of 25 skilled strategy, design and technology consultants, specializing in brand identity systems, go-to-market strategy consulting, technology strategy, UX/UI design, and next-generation mobile application development. They have offices in Brooklyn, Barcelona, Los Angeles and Milan and work with middle-market and Fortune 500 clients.",5.0,(11 Reviews),Amazon Web Services; The Estée Lauder Companies; Hilton Worldwide; Louis Vuitton,"L+R redesigned an ad agency’s website using Figma. They did extensive research during the discovery phase. For the design, they focused on lead generation, improving the portfolio presentation, and SEO.","['Arts, entertainment & music', 'Automotive', 'Business services', 'Consumer products & services', 'eCommerce', 'Education', 'Gaming', 'Hospitality & leisure', 'Information technology', 'Legal Cannabis']","Brooklyn, NY",10 - 49 employees,"$10,000+"
Ekoios Technology,blockchain,"Ekoios is a software development company based in Cau Giay, Vietnam. Their team of over 50 serves mostly small and midmarket businesses in industries such as financial services, retail, and legal. Services include blockchain, web development, mobile app development, and AI. They were founded in 2015.",4.9,(9 Reviews),KEL; Blockchain Japan; Cross Technology; DLEX,"Ekoios Technology created a website for an IT outsourcing and consulting company. This platform allowed streamers to engage with fans, create campaigns and earn money.","['Arts, entertainment & music', 'Education', 'Financial services', 'Gaming', 'Real estate', 'Retail', 'Supply Chain, Logistics, and Transport']","Hanoi, Vietnam",250 - 999 employees,"$10,000+"
Technorely Inc.,blockchain,"Technorely is an IT agency based in Kiev, Ukraine with offices in Tallinn, Estonia, and Kharkiv, Ukraine. Since 2011, their team of 23 has specialized in mobile app development, web development, and custom software development, primarily for small businesses.",5.0,(13 Reviews),Enverus; HighVibe; BigTaurus; Smartlands,"A token cryptographic website hired Technorely to develop a platform and cryptographic token based on the Binance Smart Chain network. They were responsible for SRS and Whitepaper documentation, and UI/UX design.","['Financial services', 'GPS, Navigation & GIS', 'Medical', 'Energy & natural resources']","Burnaby, Canada",50 - 249 employees,"$5,000+"
CDN Solutions Group,blockchain,"CDN Software Solutions is a web and mobile app development company founded in 2000. Based in Pheonix, with an office in Indore, India, the team of 200+ specializes in mobile app development, custom software development, and AR/VR development. They primarily serve midmarket clients in the businesses services, gaming, and utilities industries.",4.3,(6 Reviews),Toad Square Pty. Ltd.,"CDN developed a mobile carpooling application for Blackberry. They worked with existing designs for the iOS & Android versions, adapted it to the new platform and published it on the App World.","['Advertising & marketing', 'Arts, entertainment & music', 'Automotive', 'Business services', 'Consumer products & services', 'Education', 'Financial services', 'Gaming', 'Government', 'Medical']","Phoenix, AZ",250 - 999 employees,"$5,000+"
Aegas,blockchain,"Aegas is an IT-outsourcing company founded in 2017 with no more than 50 employees. They offer custom software, web, and mobile app development solutions from their office in Kyiv, Ukraine. They work with small businesses.",4.9,(6 Reviews),Melon,"Aegas provided software development support for a technology company. They were tasked with handling Web3 and NFT integrations and building sites, landing pages, smart contracts, and various digital products.","['Business services', 'Financial services', 'Information technology']","Newark, DE",10 - 49 employees,Undisclosed
Webllisto,blockchain,"Webllisto is a midsize blockchain company. Founded in 2016, the team offers blockchain, social media marketing, web development, ux/ui design, and more. The agency is located in Indore, India and Lucknow, India.",5.0,(5 Reviews),Mark W.,"Webllisto was the dedicated development partner of an NFT marketplace. The team provided software app development, blockchain integration, and general software consultation.","['eCommerce', 'Financial services', 'Gaming']","San Jose, CA",50 - 249 employees,"$10,000+"
Pyramidion Solutions,blockchain,"Pyramidion Solutions is an app development company established in 2013. They are located in Chennai, India and have a midsize team. Their services include mobile app development, custom software development, enterprise app modernization, ux/ui design, and more.",4.8,(5 Reviews),University of Oxford; XSeed; Kohler; TVSNext,"Pyramidion Solutions worked on different projects for a digital marketing consultancy. One of the projects was a CRM mobile application. They built the app using React, Flutter, and Native Android.","['eCommerce', 'Education', 'Medical', 'Information technology']","Brampton, Canada",50 - 249 employees,"$10,000+"
Mad Devs,blockchain,"Mad Devs is a digital development company based in Cambridge, England, and founded in 2016. Their team of 35 employees specializes in custom software development, web development, and cloud consulting. They mainly work with small businesses and midmarket clients in the consumer products, education, and business services industries.",4.9,(17 Reviews),SJMC; Clutch; Edentity; Alfabank,"A decentralized credit economy company hired Mad Devs to support the enhancement of their software. They conducted integration tests, fixed bugs, implemented CI elements, and performed various tech tasks.","['Business services', 'Consumer products & services', 'Education', 'Financial services', 'Information technology', 'Supply Chain, Logistics, and Transport']","London, United Kingdom",50 - 249 employees,"$50,000+"
EB Pearls,blockchain,"EB Pearls is a mobile app development company headquartered in Sydney, Australia with offices in Melbourne, Australia and Lalitpur, Nepal.  EB Pearls is comprised of 132 employees that specializes in e-commerce development, UX/UI design, mobile app development, and web development. Founded in 2005, the company works with enterprises, small businesses, and middle-market companies across industries such as retail, telecommunications, business services, arts, entertainment, and music, government, and non-profit.",4.9,(19 Reviews),WWF; NSW Education; NSW Health; Austrade,"EB Pearls has built an application for iOS and Android for a car listing platform. The app is for private and dealer car listings, and they’ve worked on UX/UI design and development.","['Education', 'Financial services', 'Medical', 'Hospitality & leisure', 'Legal', 'Real estate', 'Retail', 'Telecommunications']","Sydney, Australia",50 - 249 employees,"$25,000+"
HashCash Consultants,blockchain,"HashCash Consultants is a software company based in Fremont, Calif. Their team of fewer than 50 employees is distributed across locations in Palo Alto, Calif. and Melbourne, Australia. They serve small to midmarket businesses in industries such as financial services and IT. Services include blockchain development, BI, & big data consulting.",5.0,(4 Reviews),Corporates; Domestic Payment Networks; Fintech companies and Currency exchanges use the HC Network for Retail Remittances; Trade Finance,HashCash Consultants was brought in to develop a drug traceability software and a crypto trading platform.,"['Financial services', 'Information technology']","Palo Alto, CA",50 - 249 employees,"$5,000+"
Ulam Labs,blockchain,"Ulam Labs is a software development company from Poland that specializes in of Python and blockchain. Founded in 2012, they have 20+ developers who serve startups and small-to-medium businesses in the fintech, telecommunications, e-commerce, banking, supply chain, production, and manufacturing sectors. Their services include custom software development, DevOps, consulting, and outsourcing. ",4.9,(10 Reviews),Mobile Vikings; Lendingblock; Willard Agri-Service; RankSense,"Ulam supplemented internal staff by migrating a website to Django, developing various applications, and building order management and user feedback functionality. They continue to maintain the website.","['Business services', 'Financial services', 'Manufacturing', 'Telecommunications']","Wrocław, Poland",50 - 249 employees,"$10,000+"
Barrage,blockchain,"Custom software development company Barrage was established in 2016. The agency specializes in custom software development, blockchain, ux/ui design, application management & support, and more and has a midsize team. The agency is located in Osijek, Croatia and Osijek, Croatia.",5.0,(4 Reviews),HIVE; GENESIS Group; Uphold; Tech Dynamics Group,"Barrage is providing customer support services for a digital agency. The team utilizes their own support ticketing system to handle the client's customer support tickets, feature requests, and bug reports.","['Consumer products & services', 'Financial services', 'Information technology', 'Energy & natural resources']","Osijek, Croatia",50 - 249 employees,"$25,000+"
Linum Labs,blockchain,"Linum Labs is a small Basel, Switzerland-based blockchain company. They specialize in blockchain, custom software development, and product design and were established in 2016.",5.0,(1 Reviews),Deloitte; KPMG; Barclays; Nifty,"Linum Labs designed and developed an NFT marketplace for an NFT and blockchain startup. They used Solidity for smart contracts and React for the frontend. For payments, the team used Ethereum and Stripe.","['Business services', 'Consumer products & services', 'Financial services', 'Medical', 'Information technology']","Neuhausen am Rheinfall, Switzerland",10 - 49 employees,"$25,000+"
Dev Centre House,blockchain,"Deve Centre House is an enterprise software development company based in Dublin with offices in Chcago, London, New York, Berlin, Dubai in U.A.E, and Uttar Pradesh in India. The company, founded in 2012, has more than 20 employees and provides custom software development, mobile app development, and web development services to enterprise and midmarket companies and institutions in the business services, consumer products & services, government, and other industries.",4.9,(24 Reviews),ZAGG International; Ei Electronics; BMW Ireland; Kurdshopping,A restaurant hired Dev Centre House for their development services. The team built an online booking system and a mobile application for customers. They also helped with their communication system.,"['Business services', 'Consumer products & services', 'eCommerce', 'Education', 'Financial services', 'Government', 'Medical', 'Information technology']","Dublin, Ireland",10 - 49 employees,"$10,000+"
The SilverLogic,blockchain,"The SilverLogic is an artificial intelligence development company. The Boca Raton, Florida-based firm was founded in 2012. The small team provides Artificial Intelligence, ux/ui design, mobile app development, web development, and more.",5.0,(6 Reviews),,"The SilverLogic created a custom waste management software for a waste consulting company. This involved plenty of planning, testing, and programming; around seven teammates worked with the firm on the project.","['Business services', 'Consumer products & services', 'Medical', 'Manufacturing', 'Non-profit', 'Politics']","Boca Raton, FL",50 - 249 employees,"$10,000+"
Beyond Enterprizes,blockchain,"Beyond Enterprizes, a small blockchain company, is headquartered in Los Angeles, California; Cluj-Napoca, Romania and București, Romania. They offer blockchain, business consulting, IT strategy consulting, custom software development, and more and were established in 2012.",5.0,(2 Reviews),,"Beyond Enterprizes is implementing the client's MVP with new features and better UI/UX design. They also assist the client with copyrighting, technical specs, and interconnections.","['eCommerce', 'Education', 'Financial services', 'Medical']","Los Angeles, CA",10 - 49 employees,"$10,000+"
SUPER HOW?,blockchain,,5.0,(1 Reviews),HyFi Corp; MOREL INTL SOLUTIONS LTD; Perago FZ LLC; Bank of Lithuania,SUPER HOW? Is developing a software platform for a FinTech company. They’re building an NFT launchpad and a security token launchpad that will enable private companies to behave like public companies.,"['Arts, entertainment & music', 'Financial services', 'Gaming', 'Government', 'Medical', 'Information technology', 'Energy & natural resources', 'Telecommunications']","Vilnius, Lithuania",10 - 49 employees,"$75,000+"
Mycelium Lab,blockchain,,5.0,(1 Reviews),Everscale; Aurora; Polygon; Acta Finance,"A DeFi ecosystem company hired Mycelium Lab to provide blockchain development. They build everything from scratch, starting from the client's requirements, ideas, and logistics using Ethereum Virtual Machine.",['Information technology'],"Singapore, Singapore",10 - 49 employees,"$5,000+"
Dreamers Inc.,blockchain,"Based in Los Angeles, California, Dreamers Inc. Is an AI company. The small team provides Artificial Intelligence, custom software development, mobile app development, IoT development, and more and was established in 2013.",5.0,(5 Reviews),,"Dreamers Inc. is helping a hyperlink creation platform conceptualize, invent, and deploy a custom software that automates the creation of hyperlinked citations between legal documents. ","['Consumer products & services', 'Government']","Los Angeles, CA",2 - 9 employees,"$25,000+"
Espeo Software,blockchain,"Headquartered in Poznań, Poland, Espeo Software is a development agency that focuses primarily on the business services, marketing, and education industries. Founded in 2008, the company has about 70 employees that work with small businesses, middle-market companies, and enterprise clients alike. Espeo Software specializes in web development, blockchain, mobile app development, and more. ",4.7,(36 Reviews),Schibsted Oikotie; Awake.AI; Ensto Oy; Solita,Espeo Software provides development staff augmentation for a fintech company. They’ve provided resources to help develop the MVP of a web app that functions as an insurance agent portal for an end client.,"['Education', 'Financial services', 'Medical', 'Media', 'Non-profit']","Helsinki, Finland",50 - 249 employees,"$10,000+"
Airnauts,blockchain,"Airnauts is a digital development and design agency that got its start in 2012. The team in mobile app development, web design, web development, UI/UX design, and e-commerce development. Their 25 employees are spread over three offices located in Warsaw, Paris, and New York City.",5.0,(31 Reviews),Google; LVMH; Atari; Santander Bank,"Airnauts helped build scalable marketing platforms to boost brand campaigns. They used Node.js, Vue.js, and Twitter and Instagram APIs to collect information and facilitate campaign effectiveness.","['Arts, entertainment & music', 'Automotive', 'Business services', 'Consumer products & services', 'eCommerce', 'Education', 'Financial services', 'Information technology', 'Real estate', 'Telecommunications']","New York, NY",50 - 249 employees,"$25,000+"
Inventorsoft,blockchain,"InventorSoft.co - Software development company is a software development company is based in Chernivtsi, Ukraine. Founded in 2015, it has about three employees who focus on small businesses in business services and medical fields. Services include web development, custom software development, and managed IT services.",4.8,(33 Reviews),Stotle; GoSmoove; Ledgersync,A software development company has hired Inventorsoft to provide staff augmentation. They take care of the recruiting and hiring process to source clients with developers with specific skill sets.,"['Education', 'Financial services', 'Medical', 'Hospitality & leisure', 'Information technology']","Chernivtsi, Ukraine",50 - 249 employees,"$10,000+"
CML Team LTD,blockchain,"Founded in 2018, CML Team LTD is a software development firm that offers custom software development, web development, and blockchain services to their clients. Their 50 employees are based out of offices in London and Kyiv.",5.0,(13 Reviews),CryptoTax.io; Blocksport; EZ Choice; WoonModule,CML Team LTD crafted a back office system to improve processes and solutions. The team used provided designs and specifications for development.,"['Financial services', 'Gaming', 'Medical', 'Hospitality & leisure', 'Real estate', 'Supply Chain, Logistics, and Transport']","London, United Kingdom",10 - 49 employees,"$10,000+"
Fueled,blockchain,"With a team of 50+, Fueled specializes in creating mobile apps and websites. The New York-based app development company aims to create easy-to-use and attractive products for customers, whether they are big or small brands.",4.9,(37 Reviews),MGM Resorts International; 9Gag; Harvard; Rite Aid,Fueled was hired by a health and wellness brand to develop an iOS app focused on meal management and purchases. The app had to improve the customer satisfaction and retention rates on weekly subscriptions,"['Advertising & marketing', 'Arts, entertainment & music', 'Automotive', 'Consumer products & services', 'Education', 'Hospitality & leisure', 'Media', 'Retail']","New York, NY",50 - 249 employees,"$75,000+"
Blaize,blockchain,"Blaize is a blockchain software development company based in Dnipro, Ukraine. The company, founded in 2016, has a team of more than 25 specialists who provide, among others, blockchain, custom software development, and mobile app development services to small and midmarket companies.",5.0,(5 Reviews),Everstake; Pandora Boxchain; Quantfury; Solana,"Blaize supported the development of web-and desktop-based wallets for a third-party client. This involved front-and backend development, along with setting up the infrastructure and transaction features.",,"Dnipro, Ukraine",50 - 249 employees,"$25,000+"
Owebest Technologies,blockchain,"Owebest Technologies is a Custom Software and Mobile App Development company with Development Centre in Jaipur, India, and has sales offices in the USA, Canada & Dubai. Since its official inception in 2016, they have successfully delivered more than 1100 Projects with a team of 85+ technical professionals. ",4.9,(18 Reviews),IndiaMart; Sysco; Twilio,Owebest replaced unsuccessful vendors and utilized Wordpress to revamp and redesign a wedding registry site. They added mobile capabilities on iOS and Android to supplement the redesign.,"['Arts, entertainment & music', 'Automotive', 'eCommerce', 'Education', 'Medical', 'Manufacturing', 'Real estate']","Jaipur, India",50 - 249 employees,"$5,000+"
Softtik Technologies,blockchain,"Blockchain company Softtik Technologies is based in Islamabad, Pakistan. The small team provides blockchain. The company was launched in 2018.",5.0,(1 Reviews),,"An NFT company was looking to launch their brand online, so they engaged with Softtik Technologies for Ethereum blockchain development and tokenization, graphic design, and web development services.","['Gaming', 'Information technology']","Islamabad, Pakistan",50 - 249 employees,"$10,000+"
DX Software,blockchain,,5.0,(3 Reviews),Golf Genius Software; Ferma Flooring; JG Pest Control; SummitSwap,DX Software developed a Solidity smart platform for a cryptocurrency startup.,"['Advertising & marketing', 'Arts, entertainment & music', 'Business services', 'Consumer products & services', 'eCommerce', 'Education', 'Financial services', 'GPS, Navigation & GIS', 'Hospitality & leisure', 'Non-profit']","Timișoara, Romania",10 - 49 employees,"$1,000+"
Codetribe,blockchain,"Codetribe is a software development company with offices in Novi Sad and around the globe. It was founded in 2010 and has about 100+ employees. Codetribe specializes in web and software development, as well as, blockchain. The firm primarily works with enterprises today.",5.0,(22 Reviews),AMS-IX (Netherlands); Phonak (Switzerland); Labena (Slovenia); HBO,The client used Codetribe for the complete development of applications from the ground-up for multiple companies.,"['Consumer products & services', 'eCommerce', 'Financial services', 'GPS, Navigation & GIS', 'Medical', 'Hospitality & leisure', 'Information technology', 'Real estate', 'Retail']","Novi Sad, Serbia",50 - 249 employees,"$50,000+"
5StarDesigners Ltd.,blockchain,"5StarDesigners is a design agency founded in London in 2013 with more than 10 members. They are experts in UX/UI design, mobile app development, and custom software development solutions for small and medium-sized companies.",4.6,(7 Reviews),Swike; Escrow-Trakker; MovenPick Hotel and resort; Jet Coin,An automotive company hired 5StarDesigners Ltd. for mobile app development. ,"['Arts, entertainment & music', 'Business services', 'eCommerce', 'Financial services']","London, United Kingdom",10 - 49 employees,"$10,000+"
Frenchy Digital,blockchain,"Frenchy Digital LLC is a mobile app development company based in Los Angeles with offices in Paris and Alger, Algeria. The company, founded in 2019, has a team of less than ten that provides mobile app development, web development, and e-commerce development services. Frenchy Digital serves mid-market and other-sized companies and institutions in the e-commerce, financial services, health care & medical, and government sectors.",5.0,(12 Reviews),iGlow Med Spa; Grillz.com; Repandu; Gem Drop Source,"A wellness company hired Frenchy Digital to build a mobile and web application. The app allows users to attend livestreaming events, is integrated with Spotify, and has individualized user dashboards.",['Medical'],"Los Angeles, CA",10 - 49 employees,"$1,000+"
EthWorks,blockchain,"EthWorks is a Warsaw, Poland based blockchain app development and design agency founded in 2017. Their 8 employees offer web development, custom software development, UX/UI design, and blockchain development services",4.9,(10 Reviews),Maker Foundation; Polkadot; Bitcoin.org; Ethereum foundation,"Ethworks revamped a digital hedge fund’s platform to improve the design and user experience for clients. High-quality coding and innovative ideas improved the function, look, and feel of the website.","['Advertising & marketing', 'Financial services']","Warszawa, Poland",10 - 49 employees,"$5,000+"
Binary Mango,blockchain,"Binary Mango is a mobile app development platform that's based in London. Since 2016, their team of fewer than 10 have provided mobile app as well as AR/VR development assistance to mid-market and enterprise-level clients in the fields of consumer products and advertising. ",4.9,(15 Reviews),GetLeslie; Whering; Medishout; Fundspace,"Binary Mango has worked on various projects with the company, this one being specifically for an AR modeling tool. They worked on front- and backend development, UI/UX, and wireframing.","['Advertising & marketing', 'Consumer products & services']","London, United Kingdom",2 - 9 employees,"$10,000+"
SemiDot Infotech,blockchain,"Development agency SemiDot Infotech was founded in 2010. Headquartered in Boulder, Colo., their team includes 42 specialists.  SemiDot offers web development, mobile app development, and blockchain services. Their client base is primarily composed of small businesses. SemiDot Infotech has additional offices in Manchester, UK, Melbourne, Australia, and Jaipur, India. ",4.9,(27 Reviews),Reebok; Joom; TONI&GUY; Colgate,SemiDot Infotech developed a landing management system for a social care training provider. The team continues to provide development and updates in this ongoing relationship.,"['Arts, entertainment & music', 'Business services', 'Consumer products & services', 'eCommerce', 'Education', 'Financial services', 'Medical', 'Media', 'Real estate']","Boulder, CO",50 - 249 employees,"$5,000+"
INMIND,blockchain,"inMind is a software development agency based in Montevideo, Uruguay. Founded in 2008 by a team of systems engineers, inMind now has 44 employees and offers an extensive range of development services to a global, technology-forward client base. Their areas of expertise include mobile app development for Android and iOS, web development, enterprise app modernization, and blockchain development.",5.0,(20 Reviews),Tech startups with seed funding looking for empower their business supported on app development; also business from 50 to 200 collaborators who need mobile and blockchain expertise. We like to share our experience on fintech; blockchain and eLearning.,A digital identity app hired INMIND to provide mobile app development. They created a multiplatform application from scratch where users can upload their info to connect easily with other businesses.,"['Consumer products & services', 'eCommerce', 'GPS, Navigation & GIS', 'Legal Cannabis', 'Retail']","Montevideo, Uruguay",10 - 49 employees,"$10,000+"
Concise Software,blockchain,"Concise Software is a blockchain and software development company based in Berlin, Germany with an office in Rzeszów, Poland. Founded in 2011, the team of 43 specializes in blockchain, mobile app development, and custom software development. They work primarily with midmarket clients, in the business services, automotive, and consumer products and services industries. ",4.7,(21 Reviews),Red Bull; Ubitricity; Ars Electronica; Panasonic,"Concise Software provided software development services for a Web3 startup. Together with the client, they designed the UX/UI and built an MVP. They also handled further development of the platform.","['Automotive', 'Financial services', 'Medical']","Berlin, Germany",50 - 249 employees,"$10,000+"
DAC.digital,blockchain,"DAC.digital is an IT service provider in Gdańsk, Poland. Their team of fewer than 50 employees offers services in IoT development, blockchain, big data consulting, and custom software development. They services midmarket and enterprise companies in industries such as transportation, IT, and energy and natural resources. They were founded in 2009.",4.9,(8 Reviews),eye square GmbH; Sports Computing AS; Snowfall Travel (Junction Pay Limited); ABAX AS,"DAC.digital provides custom software development and consulting services for an IT firm. They work together with the client on multiple projects that involve various key technologies, such as Kotlin and React.","['Advertising & marketing', 'Arts, entertainment & music', 'Automotive', 'Business services', 'Consumer products & services', 'eCommerce', 'Financial services', 'GPS, Navigation & GIS', 'Medical', 'Manufacturing']","Gdańsk, Poland",50 - 249 employees,"$10,000+"
3Advance,blockchain,"3Advance is a Washington, D.C.-based app development company with a major focus on user experience. Since 2010, they have developed applications for startups, nonprofits, and other businesses. Their team of 13 has experience across many industries, including sports and fitness, food-ordering, and healthcare. They also provide Cloud (APIs, AWS, Azure) and Data Science (AI, machine learning) consulting that allows businesses to future-proof and scale.",5.0,(18 Reviews),Startups; NPR; The Newseum / Freedom Forum; Eyrus,3Advanced is developing and designing an iOS application that increases collaboration between golf coaches and players. They've crafted AWS hosting and have released a beta MVP into TestFlight. ,"['Arts, entertainment & music', 'Business services', 'Education', 'Financial services', 'Gaming', 'Medical', 'Hospitality & leisure', 'Media', 'Non-profit', 'Politics']","Arlington, VA",10 - 49 employees,"$25,000+"
Adoriasoft,blockchain,"Adoriasoft is a software development agency located in Apple Valley, Minnesota with additional offices in Ukraine and Isreal. Since 2010, their team of about 20 work with primarily small businesses. They specialize in web design and development, blockchain, mobile app development, UX/UI, AI development, and cybersecurity. ",4.8,(3 Reviews),Digitex; Snaphappi; Dropsend; Easy File Shredder,"Adoriasoft developed a webcam driver for a software company that allows the app to interface with other webcam enabled desktop apps. The team handled all aspects of development, including the install.","['Business services', 'Financial services', 'Medical', 'Information technology', 'Media', 'Real estate', 'Retail']","Las Vegas, NV",10 - 49 employees,"$5,000+"
Venture Aviator,blockchain,"Venture Aviator is a software development company headquartered in New York, NY with other offices in San Francisco and Santa Monica, CA. The team of nearly 20 employees is fluent in blockchain, software, mobile app, and web development.",4.9,(10 Reviews),Cisco; Allianz; Rentberry (Top 10 ICO / Blockchain company for 2018 according to Inc. and Forbes); Allre (Acquired by Ten-X),"Venture Aviator built several websites for a real estate company. The team provided custom back-end development, template implementation, design, and widget-building.","['Financial services', 'Media', 'Real estate', 'Retail']","New York, NY",10 - 49 employees,"$25,000+"
