company_name,category,description,overall_rating,review_count,clients,notable_project,industries,location,company_size,min_project_size
Snow Data Science,artificial-intelligence,"Snow Data Science is a freelance data firm based in Spring, Texas, and founded in 2020. They are experts in big data consulting, custom software development, and AI solutions for clients that work in the industries of financial services, business services, and more.",5.0,(2 Reviews),Oil & Gas; Academia; Small Tech Companies; Biotech,Snow Data Science provided app development and consulting efforts for a business professor. They built and analyzed some simulations that tested how the application would work in different scenarios.,"['Advertising & marketing', 'Business services', 'Financial services', 'Manufacturing', 'Real estate']","Spring, TX",Freelancer employees,"$1,000+"
Subpixel,artificial-intelligence,"Subpixel is a programming and consulting company founded in 2019. With more than two experts, they provide custom software development and AI solutions from their office in Vrbovec, Croatia. They work primarily with small and mid-market firms.",4.8,(3 Reviews),Alpine Metal Tech; ASEMO d.o.o.,Subpixel tackled various programming tasks for an automotive manufacturer. The development team took the client's concept to execute a camera system that reads data matrix codes in an industrial environment.,,"Zagreb, Croatia",2 - 9 employees,"$5,000+"
Rabbit & Pork,artificial-intelligence,"Call center company Rabbit & Pork is headquartered in London, United Kingdom. The company focuses on voice services, digital strategy, and other digital marketing and is midsize.The company was established in 2018.",5.0,(1 Reviews),,"A stock exchange group was looking to innovate the way they reach out to their customers, so they engaged with Rabbit & Pork to lead the development of their voice search apps for Google and Alexa.","['Advertising & marketing', 'Arts, entertainment & music', 'Automotive', 'Business services', 'Consumer products & services', 'eCommerce', 'Education', 'Financial services', 'Gambling', 'Gaming']","London, United Kingdom",50 - 249 employees,"$5,000+"
Quid Sol Pvt. Ltd,artificial-intelligence,,5.0,(2 Reviews),,"A tech startup company hired Quid Sol Pvt. Ltd to provide mobile app development. They build the front- and backend of a mobile app with AI chat functionalities and API integrations, among other features.",,"Lahore, Pakistan",10 - 49 employees,"$5,000+"
DataPyramid,artificial-intelligence,,5.0,(3 Reviews),,DataPyramid worked for a software development firm to build an AI chatbot that would handle incoming calls for a call center. They deployed ten data scientists to work on the project.,"['Advertising & marketing', 'Consumer products & services', 'eCommerce', 'Financial services', 'Gaming', 'Medical', 'Information technology', 'Real estate']","Shen Zhen Shi, China",10 - 49 employees,"$5,000+"
KERNELBAY,artificial-intelligence,,5.0,(2 Reviews),,"KERNELBAY LIMITED provided machine learning development for an IT company. They enriched large datasets, providing correlations, insights, and anomalies. ","['Advertising & marketing', 'Consumer products & services', 'eCommerce', 'Financial services', 'Medical', 'Hospitality & leisure', 'Manufacturing', 'Media', 'Real estate', 'Retail']","Nicosia, Cyprus",2 - 9 employees,"$10,000+"
Shatava Digital Studio,artificial-intelligence,"In Sumy, Ukraine, Shatava Digital Studio is an AI development company. Founded in 2014, the small team offers Artificial Intelligence, AR/VR development, mobile app development, IoT development, and more.",5.0,(2 Reviews),,"Shatava Digital Studio designed, developed, and implemented a wireless training complex for a tactical technology company. Their solution included both hardware and software components. ","['Arts, entertainment & music', 'Gambling', 'Gaming', 'Utilities']","Sumy, Ukraine",10 - 49 employees,"$5,000+"
aveneo,artificial-intelligence,"Based in Poznań, Poland, aveneo is a custom software development company. The small team provides custom software development, web development, Artificial Intelligence, mobile app development, and more. The company was established in 2008.",5.0,(3 Reviews),,An IT consulting and programming firm hired aveneo to develop a B2B and B2C e-commerce platform integrated with the Microsoft Dynamics NAV app. They're also tasked with UI/UX and mobile app customization.,"['Advertising & marketing', 'Business services', 'Consumer products & services', 'Education', 'Financial services', 'GPS, Navigation & GIS', 'Information technology', 'Manufacturing', 'Media']","Poznań, Poland",10 - 49 employees,"$10,000+"
SOFTVAN,artificial-intelligence,"SOFTVAN is a solution provider founded in  Ahmedabad, India in 2014 with over 50 members. They specialize in big data consulting, cloud consulting, and AI solutions for small and medium-sized businesses in the industries of healthcare, IT, and financial services.",5.0,(1 Reviews),Gujarat Technology University; INDORAMA; ONZWAY; GRUH FINANCE NBFC,SOFTVAN integrated Amazon Alexa functionality for a Firebase smart home system. They built a voice-assisted component in Python and Node.js and also developed Google Home functionality.,"['Automotive', 'Business services', 'Financial services', 'Government', 'Medical', 'Information technology', 'Media', 'Retail']","Ahmedabad, India",50 - 249 employees,"$5,000+"
Vistalore,artificial-intelligence,"Established in 2020, Vistalore is an AI development company. Their small team is based in Joshua, Texas. Their team focuses on Artificial Intelligence, market research, custom software development, web development, and more.",5.0,(1 Reviews),,Vistalore is helping a nanotechnology company sift through enormous data and develop a data analytics tool. The software's goal is to perform predictive analysis to aid the client's optimization processes.,"['Advertising & marketing', 'Financial services', 'GPS, Navigation & GIS', 'Hospitality & leisure', 'Real estate']","Joshua, TX",Freelancer employees,"$1,000+"
definition8,artificial-intelligence,"definition8 is a digital storytelling & interactive agency based in Zagreb, Croatia. The agency, founded in 2019, has a team of less than ten that provides AR/VR development, AI, custom software development, web development, and mobile app development services. definition8 serves mid-market and other-sized companies in the advertising & marketing, arts & entertainment, gaming, IT, and media industries. ",5.0,(2 Reviews),Rochester Institute of Technology; Avenue Mall; LNY TNZ; TotalTV,definition8 designed and developed an AR filter for an educational institution. The goal was to promote the institution’s brand to their younger audience through the social media filter and its versions. ,"['Advertising & marketing', 'Arts, entertainment & music', 'Gaming', 'Information technology', 'Media']","Zagreb, Croatia",2 - 9 employees,"$5,000+"
Data Pro Software,artificial-intelligence,"In Lexington, Massachusetts and Kyiv, Ukraine, Data Pro Software is a web development company. The small team specializes in web development, custom software development, mobile app development, and Artificial Intelligence. The company was launched in 2017.",5.0,(5 Reviews),,"A development firm hired Data Pro Software Solutions to be their development partner for a SaaS web app. They were provided with the architecture and the design, and they build the app and managed the project.","['Advertising & marketing', 'Business services', 'Financial services', 'Hospitality & leisure', 'Information technology', 'Legal']","Lexington, MA",10 - 49 employees,"$10,000+"
Quantilus Innovation Inc.,artificial-intelligence,"Quantilus Innovation Inc. Is a midsize New York, New York-based web design company. The team specializes in web design, web development, blockchain, Artificial Intelligence, and more.",4.8,(3 Reviews),,"Quantilus Innovation Inc. provided custom, full stack software development services for a SaaS company. They were tasked with adding certain features and functionalities to the client's existing platform.","['Consumer products & services', 'eCommerce', 'Education', 'Financial services', 'Medical', 'Legal', 'Media', 'Non-profit', 'Real estate', 'Retail']","New York, NY",50 - 249 employees,"$5,000+"
VixSpace,artificial-intelligence,"VixSpace is a creative design agency founded in 2018 and located in Hyderabad, India. The team of fewer than 50 employees serves small businesses in the nonprofit, education, health care and medical, government, and transportation industries. Their services include mobile app development, web development, and UX/UI design.",4.5,(2 Reviews),Dream 11; India Alliance; TaxMarvel; VRO India,"VixSpace is developing a new website using Node.js, replacing an outdated solution. They've built a ticketing system, internal dashboards, and a custom API for the client's collaboration with a health system. ","['eCommerce', 'Education', 'Financial services', 'Gaming', 'Government', 'Medical', 'Non-profit', 'Supply Chain, Logistics, and Transport']","Hyderabad, India",10 - 49 employees,"$1,000+"
Frshr Technologies,artificial-intelligence,"Launched in 2018, Frshr Technologies is a software development company. Their small team is headquartered in Claymont, Delaware and Bengaluru, India and specializes in custom software development, Artificial Intelligence, mobile app development, and application testing.",,,,,"['eCommerce', 'Education', 'Financial services', 'Information technology', 'Retail']","Claymont, DE",50 - 249 employees,"$10,000+"
ICterra,artificial-intelligence,"ICterra is a midsize software development firm. Located in ANKARA, Turkey; München, Germany; LONDON, United Kingdom and ISTANBUL, Turkey, the company was founded in 1991. Their services include custom software development, application management & support, Artificial Intelligence, IoT development, and more.",4.8,(2 Reviews),,"ICterra provides ongoing application management and support for a telecommunications company. The team handles the design, implementation, and maintenance of the client's license management system components.","['Automotive', 'Medical', 'Information technology', 'Energy & natural resources', 'Telecommunications']","ANKARA, Turkey",50 - 249 employees,"$10,000+"
Hardsun,artificial-intelligence,"Hardsun is a development company in Košice, Slovakia, and Prague, Czech Republic. Founded in 2013, they have about 20 employees that serve mostly midmarket and small-business clients in the IT, real estate, and manufacturing sectors. Services include custom software development, artificial intelligence, and IoT development.",5.0,(1 Reviews),Hakoo; Slovak Telekom; Sloneek; PopValet,"Hardsun redesigned an application for a HR management consultancy. The team built, designed, and tested the platform.","['Information technology', 'Manufacturing', 'Real estate', 'Supply Chain, Logistics, and Transport']","Košice, Slovakia",10 - 49 employees,"$50,000+"
teonite,artificial-intelligence,"TEONITE is a full-service software house based in Szczecin, Poland that specializes in analytics and business intelligence. Founded in 2010, they have 19 employees. Most frequently, they use Python, Django, ReactJS, and Docker to build platforms. TEONITE's services include custom software development, blockchain, business intelligence, artificial intelligence, and more.",4.8,(10 Reviews),DECE consortium (composed of e.g. Sony; Intel; Universal Studios; Warner Bros),TEONITE helped an existing development team build a cloud-based web platform capable of video streaming. They coded the backend using Python and created the frontend design using React.,"['Business services', 'Consumer products & services', 'eCommerce', 'Financial services', 'Information technology', 'Manufacturing']","Szczecin, Poland",10 - 49 employees,"$10,000+"
Web Labs Ltd.,artificial-intelligence,"Web Labs Ltd., a custom software development firm, is headquartered in Beograd, Serbia. The small team focuses on custom software development, application management & support, product design, ux/ui design, and more. The agency was founded in 2011.",5.0,(1 Reviews),,Web Labs Ltd. digital was hired by a digital menu service to create custom software for them. They developed a web-based service with two backend apps and one frontend apps. ,"['Advertising & marketing', 'Business services', 'Consumer products & services', 'eCommerce', 'Financial services', 'Hospitality & leisure', 'Information technology', 'Manufacturing', 'Energy & natural resources']","Beograd, Serbia",10 - 49 employees,"$25,000+"
NoProblem AI,artificial-intelligence,"NoProblem AI is a AI firm. Their small team is based in Kraków, Poland and provides Artificial Intelligence, custom software development, robotics process automation, and other IT consulting and SI. The agency was launched in 2019.",5.0,(2 Reviews),,NoProblem AI was a mental health organization's development team responsible for implementing their machine learning core. The platform was expected to aid users in their decisions on tools and procedures.,"['Financial services', 'Medical', 'Energy & natural resources']","Kraków, Poland",10 - 49 employees,"$5,000+"
Cosdec Alpha,artificial-intelligence,"Cosdec Alpha is an IT strategy consulting company. Their small team is headquartered in Mumbai, India and specializes in IT strategy consulting, market research, AR/VR development, Artificial Intelligence, and more. The company was established in 2020.",5.0,(4 Reviews),Vexillum Treasury; Poly Studios; Forticraft International Group; Krypton Engineering,"A multi assets project platform hired Cosdec Alpha for IT consulting and SI services. They strategized the projects, created assets, and blockchain infrastructure, and handled communication materials.","['Business services', 'Consumer products & services', 'eCommerce', 'Education', 'Financial services', 'Government', 'Medical', 'Information technology', 'Manufacturing', 'Media']","Mumbai, India",10 - 49 employees,"$25,000+"
Fintelics Technology Inc.,artificial-intelligence,"Fintelics Technology Inc., a cloud consulting & SI company, is in Toronto, Canada. They specialize in cloud consulting & SI, blockchain, Artificial Intelligence, custom software development, and more and were launched in 2017.",5.0,(3 Reviews),,An AI software startup needed help with setting up a DevOps environment on AWS for a cloud-based software they were building for their customers. They partnered with Fintelics Technology to provide that help.,"['Business services', 'Financial services', 'Information technology']","Toronto, Canada",10 - 49 employees,"$25,000+"
infosense AI,artificial-intelligence,"Infosense AI is a midsize AI development company founded in 2010. Their team specializes in Artificial Intelligence. The company is located in Indore, India.",5.0,(2 Reviews),,"In addition to providing additional technical expertise, infosense AI created a Javascript-based chatbot to be used as an automated assistant for visitors to the website. ","['Hospitality & leisure', 'Information technology', 'Retail']","Indore, India",50 - 249 employees,Undisclosed
Sphinx Worldbiz,artificial-intelligence,"Sphinx Worldbiz is an IT solutions and services provider founded in 1996. Based in Noida, India, the team of 150+ employees specializes in custom software development, enterprise app modernization, and AI. ",4.8,(2 Reviews),SCRMpro; SHRMproSailClear and RCS System; Face Recognition and OCR Application,"Sphinx Worldbiz provides advanced product development, bug fixes, and database management. They primarily use .NET, C#, and C++ to accomplish project requirements. Their team offers QA services as well.",,"Noida, India",250 - 999 employees,"$10,000+"
HiveTech,artificial-intelligence,"HiveTech is a web and mobile application company based in Zagreb, Croatia with fewer than 50 employees. They have offered custom software, web, and mobile app development solutions since their founding in 2018. They mainly work with mid-market companies in the IT, business services, and financial services industries.",5.0,(11 Reviews),Our clients are companies of various profiles – from large IT companies to the small startups. On top of software development and designing products; we offer various types of cooperation and services – consulting; outsourcing and partnership in projects. With the carefully chosen technologies and design; the main goal of the company is to improve client's business and move it to the next level. Some of our clients are: Unicredit Group,"A high-tech ICT company hired Hivetech to provide a unique monitoring solution for its enterprise network, and a dedicated solution it can offer to customers to monitor and maintain their network.","['Automotive', 'Business services', 'Financial services', 'Information technology']","Zagreb, Croatia",10 - 49 employees,"$10,000+"
ArStudioz,artificial-intelligence,"ArStudioz is a software solutions company that was founded in 2017. Headquartered in Jaipur, India, the company consists of less than 10 employees. They specialize in mobile app development, blockchain, and custom software development for mostly small businesses. ",5.0,(12 Reviews),Arabian Bemco; Idea Network; GJ; UC Bank,ArStudioz Developed an AR application to augment the operations of a hospital in India.,"['Arts, entertainment & music', 'eCommerce', 'Financial services', 'Information technology', 'Manufacturing', 'Real estate', 'Supply Chain, Logistics, and Transport']","Jaipur, India",10 - 49 employees,"$5,000+"
IGERENCIA,artificial-intelligence,,,,,,"['Consumer products & services', 'Education', 'Financial services', 'Government', 'Medical', 'Manufacturing', 'Energy & natural resources', 'Retail', 'Utilities']","Medellín, Colombia",50 - 249 employees,"$1,000+"
IQ Direct Inc.,artificial-intelligence,"IQ Direct Inc. is an outsourcing development services company based in Valley Cottage, N.Y., with offices in Bydgoszcz, Poland and Kiev, Ukraine. Founded in 2012, the team of 6 specializes in loT development, mobile app development, and custom software development.  ",5.0,(3 Reviews),"Preservatech Inc.,; MyShoeSpot Inc,; GoTags,; Global Plasma Solutions",IQ Direct Inc. designed and built initial prototypes of equine and bovine breeding equipment. They will resume product development once the required technology becomes available.,,"Valley Cottage, NY",10 - 49 employees,"$5,000+"
AI Derivatives,artificial-intelligence,"AI Derivatives, an artificial intelligence company, was founded in 2018. They are located in Draper, Utah and have a small team. Their services include Artificial Intelligence, other application development, and business consulting.",5.0,(1 Reviews),,AI Derivatives created a web app and AI engine for a gift recommending platform. The goal was to launch a platform that suggested gifts to the users.,"['Advertising & marketing', 'Automotive', 'Business services', 'Dental', 'Education', 'Financial services', 'Medical', 'Information technology', 'Energy & natural resources', 'Real estate']","Draper, UT",2 - 9 employees,"$10,000+"
Vegavid Technology,artificial-intelligence,,,,,,"['Automotive', 'Business services', 'Consumer products & services', 'eCommerce', 'Financial services', 'Gambling', 'Gaming', 'Information technology', 'Legal', 'Telecommunications']","Maharashtra, India",10 - 49 employees,"$25,000+"
TechFabric,artificial-intelligence,"Tech Fabric is an IT services company based in Gilbert, Ariz. Founded in 2017, this company has 28 employees. Services offered by Tech Fabric include e-commerce, custom software development, cloud development, UI/UX design, and mobile app development.",5.0,(5 Reviews),K&L Wine Merchants; LeaseHawk; Auto Approve,"Tech Fabric took over and finished the development of an internal point of sale system for a credit union and auto loan provider. They developed the backend, UI/UX, and integrated the system into the cloud.","['Automotive', 'eCommerce', 'Financial services', 'Medical', 'Manufacturing', 'Real estate', 'Retail']","Gilbert, AZ",50 - 249 employees,"$50,000+"
Red Fox Web Technologies,artificial-intelligence,"Red Fox Web Technologies is a digital agency headquartered in New York with an additional office in Noida, India. Founded in 2007 and operating with 22 employees, it offers digital strategy, web design, and web development services. The team serves small business and midmarket clients mainly in the consumer products & services, retail, and IT industries.",4.9,(6 Reviews),YellowBay; Plyojam; AluSplash; Crosty,Red Fox was hired as a third-party vendor to provide backend PHP development services in order to fulfill some custom requests on behalf of clients.,"['Business services', 'Consumer products & services', 'eCommerce', 'Information technology']","New York, NY",10 - 49 employees,"$1,000+"
Willogy,artificial-intelligence,"Willogy is an AI & robotics solutions company based in Ho Chi Minh, Vietnam. The company, founded in 2020, has a team of more than ten that provides AI, web development, IT staff augmentation, custom software development, web design, UX/UI design, product design, IT strategy consulting, BI & big data consulting & SI, cloud consulting & SI, mobile app development, wearable app development, AR/VR development, IoT development, enterprise app modernization, and other application development services. Willogy serves small and mid-market companies in various industries that include health care, medical, and e-commerce.",5.0,(1 Reviews),United Nation Development Program (UNDP); Sinar Mas Land; Uniliver; Amanotes,"An education platform hired Willogy to help them with their front end stack and integrate machine learning features in their platform. As part of the engagement, Willogy refactored the front end's codebase, work on the new requirements for the front end, and convert the front end stack from VueJS to Tailwind CSS. Willogy completed the project and delivered it on time. The platform received good feedback from users.","['Advertising & marketing', 'Consumer products & services', 'Dental', 'eCommerce', 'Education', 'Financial services', 'Medical', 'Hospitality & leisure', 'Information technology', 'Media']","Ho Chi Minh, Vietnam",10 - 49 employees,"$5,000+"
Deepiotics,artificial-intelligence,"Deepiotics is a software company based in Indore, India with more than 9 employees. Founded in 2018, they offer application testing, IoT development, and AI solutions for clients ranging from startups to enterprises in the fields of health care, business, and financial services.",4.0,(1 Reviews),,"Deepiotics designed, developed, and tested an IoT tool to enable third-party hospital clients to cater to their lab requirements. It's currently in the final stages of deployment.","['Business services', 'eCommerce', 'Financial services', 'Medical', 'Information technology']","Indore, India",10 - 49 employees,"$5,000+"
BR Softech PVT. LTD.,artificial-intelligence,"BR Softech is a software development company that was founded in 2010. They are headquartered in Jaipur, India and they have additional locations in Boston, Vancouver, and Hong Kong. The company consists of 244 employees and specializes in mobile app development, blockchain, and web development. Their client focus is enterprise businesses in the healthcare, entertainment, and business services industries.",4.6,(10 Reviews),Jaipur Zoo; Forest Department; Nahargarh Department; Gulfcybertech,BR Softech built an Android application to help a restaurant group launch a new location and generate loyal diners.,"['Business services', 'Gambling', 'Gaming', 'Government', 'Medical', 'Information technology', 'Media']","Jaipur, India",50 - 249 employees,"$5,000+"
Jiratech,artificial-intelligence,"Jiratech is a software company based in Bucharest, Romania, and founded in 2017. With over 10 employees, they provide custom software, web, and mobile app development solutions for clients that work in the industries of IT, telecommunications, and other services.",4.9,(5 Reviews),EnvisageAI; KnosisAI; Messbusters tech; Wyliodrin,Jiratech built a mobile app in react native. ,"['Automotive', 'Business services', 'Consumer products & services', 'Financial services', 'Government', 'Medical', 'Information technology', 'Energy & natural resources', 'Real estate']","București, Romania",10 - 49 employees,"$10,000+"
Oneture Technologies,artificial-intelligence,"Oneture Technologies is a development company in Mumbai, India. Founded in 2016, they have 22 employees that serve small-business and midmarket clients in the financial, business, and e-commerce sectors. Services include custom software development, web development, as well as BI and big data.",4.8,(8 Reviews),Ubuntoo; CMS Info Systems; Eko India Financial Services,"Oneture Technologies developed the backend of a web platform for a sustainable technologies company. They used Ruby on Rails primarily, in addition to Python. ","['Advertising & marketing', 'Business services', 'Consumer products & services', 'eCommerce', 'Education', 'Financial services', 'Information technology', 'Retail', 'Telecommunications']","Mumbai, India",10 - 49 employees,"$5,000+"
Gaper,artificial-intelligence,"Gaper is a software company founded in San Francisco in 2018. With over 250 professionals, they provide IT staff augmentation, custom software development, and AI solutions to clients ranging from small companies to large businesses.",4.9,(12 Reviews),Madera; Footmetrics; Byonyks; The Main Tab,"Gaper has helped build a product by working on the frontend development and UX/UI. In addition to revamping the product experience, they also rebuilt the design of the product. ","['Business services', 'eCommerce', 'Education', 'Financial services', 'Information technology', 'Retail']","San Francisco, CA",250 - 999 employees,"$50,000+"
SNDK Corp,artificial-intelligence,"SNDK Corp is an AI development company. The small team is based in Ahmedabad, India and New York, New York. Their services include Artificial Intelligence, cloud consulting & SI, IoT development, mobile app development, and more.",5.0,(2 Reviews),,SNDK Corp provided cloud consulting services for a food production company. The team developed and integrated ERP and other products for the company.,['Information technology'],"Ahmedabad, India",50 - 249 employees,"$1,000+"
Algomine,artificial-intelligence,"Algomine is an AI development company. They are headquartered in Warszawa, Poland and have a small team. The agency specializes in Artificial Intelligence, BI & big data consulting & SI, and IT staff augmentation.",,,,,"['Consumer products & services', 'eCommerce', 'Financial services', 'Manufacturing', 'Energy & natural resources', 'Retail', 'Telecommunications']","Warszawa, Poland",50 - 249 employees,"$5,000+"
"Nankai University Chuangyuan Information Technologies Co., Ltd.",artificial-intelligence,"Nankai University Chuangyuan Information Technologies Co., Ltd. Is a Tianjin, China-based data analytics company. The firm offers BI & big data consulting & SI, cloud consulting & SI, custom software development, and Artificial Intelligence and is midsize.The firm was launched in 2000.",5.0,(1 Reviews),,A steel company wanted to integrate their production and marketing through consistent quality management. They hired Nankai University Chuangyuan Information Technologies to provide the necessary services.,"['Automotive', 'Medical', 'Manufacturing']","Tianjin, China",250 - 999 employees,Undisclosed
Genesis Lab,artificial-intelligence,"RNS Solutions is a blockchain company founded in 2017 with over 10 members. Based in Rawalpindi, Pakistan, they are experts in custom software development, graphic design, and blockchain solutions for small businesses in industries such as IT, e-commerce, and more.",5.0,(4 Reviews),Hyperledger web base IDE for chaincode; Pylons Inc; Klaytn; Islamic Development Bank,"A startup cryptocurrency exchange hired RNS Solutions to develop a consensus engine and web assembly. The team used VM integration to help with smart contracts, government module, and proposals.","['Business services', 'eCommerce', 'Financial services', 'Gaming', 'Information technology']","Islamabad, Pakistan",50 - 249 employees,"$10,000+"
BRAIN:IT,artificial-intelligence,"Brain:IT is a software development company based in Žilina and Bratislava, Slovakia. The company, founded in 2017, has a team of more than 20 that provides custom software development, AI, web development, mobile app development, cybersecurity, SEO, IT strategy consulting, cloud consulting & SI, and IT staff augmentation services. Brain:IT serves small and mid-market companies and instituions in various sectors that include IT, government, and automotive. ",5.0,(3 Reviews),,"BRAIN:IT developed a mobile app for an IT services company. They created wireframes, delivered the app's first version, and incorporated the client's feedback for the revised version. They also handled testing.","['Automotive', 'Financial services', 'Government', 'Medical', 'Information technology', 'Media']","Žilina , Slovakia",50 - 249 employees,"$10,000+"
Softnotions Technologies Private Limited,artificial-intelligence,"Softnotions Technologies Private Limited is an IT solutions provider based in Thiruvananthapuram, India. The company, founded in 2006, has around 50 employees who provide custom software development, web design and development, mobile app development, and UX/UI design services to the consumer product, health care and medical, and gaming industries. ",5.0,(1 Reviews),Pull A Cart; Crikey; RAFIT Services,"Softnotions Technology augmented multiple projects ranging from simple to complex apps. They supported app development for event notification, multi-vendor asset tracking, and in-app auction.","['Business services', 'eCommerce', 'Gaming', 'Information technology', 'Manufacturing', 'Retail']","Kazhakkoottam, India",50 - 249 employees,"$10,000+"
"ITTStar Consulting, LLC",artificial-intelligence,"ITTStar Consulting, LLC is an IT managed services company in Alpharetta, Georgia. Established in 2012, the midsize team offers IT managed services, Artificial Intelligence, cloud consulting & SI, BI & big data consulting & SI, and more.",4.8,(3 Reviews),,"ITTStar Consulting, LLC provides IT consulting and staffing services for a cloud-based platform. They’ve implemented the software system and filled in team positions with developers that focus on data entry.","['eCommerce', 'Financial services', 'Medical', 'Hospitality & leisure', 'Information technology', 'Legal', 'Manufacturing', 'Real estate', 'Retail', 'Telecommunications']","Alpharetta, GA",50 - 249 employees,"$25,000+"
InterKnowlogy,artificial-intelligence,"InterKnowlogy is a small custom software development company. Launched in 1999, the team offers custom software development, Artificial Intelligence, AR/VR development, BI & big data consulting & SI, and more. The company is headquartered in Carlsbad, California.",5.0,(1 Reviews),,InterKnowlogy rewrote a test analytics platform for a medical diagnostics company. The team also provides cloud-based IoT services to manage testing instruments.,,"Carlsbad, CA",10 - 49 employees,Undisclosed
Crazy Pumpkin,artificial-intelligence,"Crazy Pumpkin is a Birmingham, United Kingdom-based artificial intelligence company. The small team focuses on Artificial Intelligence, web development, and mobile app development and was established in 2020.",5.0,(2 Reviews),,"Crazy Pumpkin augmented a software development company's development team. They were responsible for conducting tests, fixing existing bugs, and developing new features for a patient portal.",,"Birmingham, United Kingdom",10 - 49 employees,"$5,000+"
Geek-Solutions,artificial-intelligence,"Geek-Solutions LLC is a custom software development company based in Minsk, Belarus. The company, founded in 2015, has around 40 employees and provides a wide range of services that include IT strategy consulting, cloud consulting & SI, IT managed services, IT staff augmentation, and custom software development. Geek-Solutions serves enterprise and smaller-sized companies in various industries that include business services, consumer products & services, and education.",5.0,(3 Reviews),SpotVision; Aceology; Coursmos; P3chat,"Geek-Solutions has served as an app development partner for a mobile payments company. Their mobile development, UI, and .NET teams provide front- and back-end coding and work as a part of the client's team.","['Business services', 'Consumer products & services', 'eCommerce', 'Education', 'Financial services', 'Medical', 'Information technology', 'Energy & natural resources', 'Retail', 'Utilities']","Tallinn, Estonia",10 - 49 employees,"$5,000+"
Tryolabs,artificial-intelligence,"Tryolabs, a web development company, was launched in 2010. Their small team is headquartered in Montevideo, Uruguay and San Francisco, . Their services include web development, BI & big data consulting & SI, ux/ui design, e-commerce development, and more.",,,Allianz GI; The RealReal; Grubhub; Halliburton,,"['Advertising & marketing', 'Arts, entertainment & music', 'Automotive', 'Medical', 'Information technology', 'Manufacturing', 'Real estate', 'Retail', 'Telecommunications', 'Supply Chain, Logistics, and Transport']","Montevideo, Uruguay",10 - 49 employees,Undisclosed
Unibot,artificial-intelligence,"Unibot is a chatbots development company based in Kyiv, Ukraine. Founded in 2016, they have a team of under 10 that provides AI, web development, and custom software development services.",5.0,(5 Reviews),,"Unibot developed a chatbot and deployed it onto Telegram. They wrote user scenarios on their own chatbot platform and utilized Java, RabbitMQ, and PostgreSQL",,"Kyiv, Ukraine",2 - 9 employees,"$5,000+"
Elasticis,artificial-intelligence,"Elasticis is a data science and AI-based software development house with a core team of under 10 employees working out of Englewood, Colo. Since 2018, they've offered a range of services, including web development, mobile app development, and AI. Their clientele consists exclusively of small businesses.",5.0,(2 Reviews),Well Information Technologies,Elastics provides ongoing software development services to a drone services company. They built a portal to manage data aggregation and operational processes. ,"['Consumer products & services', 'eCommerce', 'Financial services', 'GPS, Navigation & GIS', 'Medical', 'Utilities']","Englewood, CO",2 - 9 employees,"$1,000+"
Postdata,artificial-intelligence,"Located in Kyiv, Ukraine, Postdata is a website development firm. The small firm was launched in 2020. Their team offers web development, Artificial Intelligence, BI & big data consulting & SI, product design, and more.",5.0,(2 Reviews),,Postdata was hired by a software development company to develop a solution for one of their projects. The system was meant for managing seafood production data with additional modules.,"['Advertising & marketing', 'Business services', 'eCommerce', 'Financial services', 'GPS, Navigation & GIS', 'Medical', 'Retail', 'Supply Chain, Logistics, and Transport']","Kyiv, Ukraine",2 - 9 employees,"$10,000+"
KPITENG,artificial-intelligence,"KPITENG is a digital agency based in Ahmedabad, India, and founded in 2017. With more than 10 professionals, they offer UX/UI design, custom software development, and web development solutions for clients in various industries, including consumer products and education.",5.0,(2 Reviews),Urban Eats; Fashion Shop; Gulf Pay,KPITENG handled web development services for a weighing scale manufacturer. The team developed a well-functioning website and an admin panel using React. ,"['Business services', 'Consumer products & services', 'eCommerce', 'Education', 'Financial services', 'Medical', 'Information technology', 'Real estate', 'Supply Chain, Logistics, and Transport', 'Utilities']","Ahmedabad, India",10 - 49 employees,"$5,000+"
Livex Software,artificial-intelligence,"Livex Software is a software development company located in Pretoria, South Africa and founded in 2016. With a team of less than 50 employees, they provide custom software development, web design, and cybersecurity for businesses.
 ",5.0,(2 Reviews),Glofurn Ltd,Livex Software designed an e-commerce platform. They built several functionalities to allow for payment processing and order notifications and provide ongoing support to maintain the platform.,"['Business services', 'Consumer products & services', 'Education', 'Financial services', 'Information technology', 'Manufacturing', 'Real estate']","Pretoria, South Africa",10 - 49 employees,"$10,000+"
Bitibe Technologies Pvt Ltd,artificial-intelligence,"BiTiBe Technologies Pvt Ltd is a software development and digital strategy company based in Indore, India, with offices in Portland, Ore. and in Las Vegas. The company, founded in 2015, has more than 100 employees and provides, among others, custom software development, mobile app development, and web development services to small and midmarket companies and institutions.   ",5.0,(2 Reviews),AK International; Al Huda International School; Viiscoft Solutions; Ekta Telecommunications Pvt. Ltd.,"Bitibe Technologies Pvt Ltd designed, developed, and launched a website with admin panel to optimize business management.","['Business services', 'eCommerce', 'Education', 'Government', 'Medical', 'Hospitality & leisure', 'Information technology', 'Manufacturing']","Indore, India",10 - 49 employees,"$5,000+"
